"device_id","T0","T1","T11","T12 Total Round Time","T2","T3 Download Time","T4","T5 Compute Time","T6","T7","T8","T9 Lambda Runtime","Upload Time"
"36","","1647014151.999887","","","1647014152.7261517","0.7262647151947021","1647014153.5806086","0.854456901550293","1647014154","","","","0.419391393661499"
"33","","1647014151.935823","","","1647014152.6814985","0.7456755638122559","1647014153.620675","0.9391765594482422","1647014154","","","","0.37932491302490234"
"22","","1647014162.0354671","","","1647014162.6622381","0.6267709732055664","1647014163.1317203","0.4694821834564209","1647014164","","","","0.8682796955108643"
"18","","1647014153.19299","","","1647014153.8258615","0.6328713893890381","1647014154.7184832","0.8926217555999756","1647014155","","","","0.28151679039001465"
"16","","1647014169.4927013","","","1647014169.6661835","0.17348217964172363","1647014169.9084127","0.24222922325134277","1647014170","","","","0.09158730506896973"
"40","","1647014167.9145977","","","1647014168.6606438","0.7460460662841797","1647014169.51098","0.8503360748291016","1647014170","","","","0.48902010917663574"
"2","","1647014165.9937837","","","1647014166.092323","0.09853935241699219","1647014166.7442513","0.651928186416626","1647014167","","","","0.2557487487792969"
"13","","1647014139.4477015","","","1647014139.6148176","0.1671161651611328","1647014139.9026544","0.28783679008483887","1647014140","","","","0.09734559059143066"
"8","","1647014146.0438583","","","1647014146.119221","0.0753626823425293","1647014146.454238","0.33501696586608887","1647014147","","","","0.5457620620727539"
"9","","1647014158.4355211","","","1647014158.6082377","0.17271661758422852","1647014159.1377177","0.52947998046875","1647014160","","","","0.8622822761535645"
"1","","1647014165.8521464","","","1647014165.9305475","0.07840108871459961","1647014166.5940642","0.6635167598724365","1647014167","","","","0.40593576431274414"
"31","","1647014143.8919857","","","1647014145.5067103","1.6147246360778809","1647014146.2824297","0.775719404220581","1647014147","","","","0.7175703048706055"
"6","","1647014146.1204743","","","1647014146.2407188","0.12024450302124023","1647014146.6827464","0.44202756881713867","1647014147","","","","0.31725358963012695"
"38","","1647014167.914131","","","1647014168.6811225","0.7669916152954102","1647014169.5521789","0.871056318283081","1647014170","","","","0.44782114028930664"
"28","","1647014154.2519097","","","1647014155.8666499","1.6147401332855225","1647014156.1114223","0.24477243423461914","1647014157","","","","0.8885776996612549"
"AVERAGER","","","1647014177","40.19844889640808","","","","","","1647014171.638967","1647014176.5808806","4.941913604736328",""
"30","","1647014143.8292367","","","1647014145.4114094","1.5821726322174072","1647014145.9817152","0.5703058242797852","1647014147","","","","1.018284797668457"
"35","","1647014151.9979825","","","1647014152.752034","0.7540514469146729","1647014153.5769413","0.8249073028564453","1647014154","","","","0.42305874824523926"
"24","","1647014161.6064706","","","1647014162.222195","0.6157243251800537","1647014162.4351432","0.21294832229614258","1647014163","","","","0.564856767654419"
"27","","1647014154.4888494","","","1647014156.105799","1.6169495582580566","1647014156.413766","0.307966947555542","1647014158","","","","1.5862340927124023"
"5","","1647014146.2200089","","","1647014146.302171","0.08216214179992676","1647014146.8176801","0.5155091285705566","1647014147","","","","0.18231987953186035"
"4","","1647014165.857375","","","1647014165.926344","0.0689690113067627","1647014166.7238123","0.7974684238433838","1647014167","","","","0.2761876583099365"
"32","","1647014143.9335327","","","1647014145.5544808","1.620948076248169","1647014146.2433753","0.688894510269165","1647014147","","","","0.756624698638916"
"34","","1647014152.019853","","","1647014152.7637806","0.7439274787902832","1647014153.6323733","0.8685927391052246","1647014154","","","","0.3676266670227051"
"INITIATOR","1647014136.801551","","","","","","","","","","","",""
"23","","1647014161.9917028","","","1647014162.6792347","0.6875319480895996","1647014163.163668","0.4844331741333008","1647014164","","","","0.8363320827484131"
"19","","1647014153.1689644","","","1647014153.8590078","0.6900434494018555","1647014154.8145792","0.9555714130401611","1647014156","","","","1.1854207515716553"
"26","","1647014154.5223958","","","1647014156.3053036","1.7829077243804932","1647014156.5617282","0.2564246654510498","1647014158","","","","1.4382717609405518"
"7","","1647014146.2135634","","","1647014146.333715","0.12015151977539062","1647014146.8005562","0.4668412208557129","1647014147","","","","0.19944381713867188"
"11","","1647014158.6483831","","","1647014158.8302355","0.1818523406982422","1647014159.322976","0.4927406311035156","1647014160","","","","0.6770238876342773"
"3","","1647014165.9125628","","","1647014165.9804754","0.06791257858276367","1647014166.783623","0.803147554397583","1647014167","","","","0.21637701988220215"
"20","","1647014153.2691813","","","1647014153.897892","0.6287107467651367","1647014154.7922578","0.8943657875061035","1647014156","","","","1.2077422142028809"
"39","","1647014167.9957035","","","1647014168.7484243","0.752720832824707","1647014169.5811527","0.832728385925293","1647014170","","","","0.41884732246398926"
"37","","1647014168.0350628","","","1647014168.797696","0.7626333236694336","1647014169.6156096","0.8179135322570801","1647014170","","","","0.38439035415649414"
"29","","1647014143.8999507","","","1647014145.498167","1.5982162952423096","1647014146.3297086","0.8315415382385254","1647014147","","","","0.6702914237976074"
"21","","1647014161.9791644","","","1647014162.6729326","0.6937682628631592","1647014163.2151325","0.5421998500823975","1647014164","","","","0.784867525100708"
"25","","1647014154.3614812","","","1647014155.9830046","1.621523380279541","1647014156.2893367","0.3063321113586426","1647014157","","","","0.7106633186340332"
"12","","1647014158.4824736","","","1647014158.6539023","0.17142868041992188","1647014159.078792","0.42488980293273926","1647014160","","","","0.9212079048156738"
"17","","1647014153.2303321","","","1647014153.8572714","0.6269392967224121","1647014154.7754197","0.9181482791900635","1647014156","","","","1.2245802879333496"
"10","","1647014158.6693287","","","1647014158.8750849","0.20575618743896484","1647014159.2733545","0.3982696533203125","1647014160","","","","0.7266454696655273"
"15","","1647014169.5804737","","","1647014169.7816846","0.20121097564697266","1647014170.0639036","0.28221893310546875","1647014171","","","","0.9360964298248291"
"14","","1647014139.4358032","","","1647014139.591463","0.15565991401672363","1647014139.8552637","0.26380062103271484","1647014140","","","","0.14473628997802734"
