"device_id","T0","T1","T11","T12 Total Round Time","T2","T3 Download Time","T4","T5 Compute Time","T6","T7","T8","T9 Lambda Runtime","Upload Time"
"36","","1647014960.535741","","","1647014961.3074002","0.7716591358184814","1647014961.5619285","0.254528284072876","1647014962","","","","0.43807148933410645"
"33","","1647014960.5473182","","","1647014961.3830829","0.8357646465301514","1647014961.6714952","0.28841233253479004","1647014962","","","","0.3285048007965088"
"22","","1647014964.9976256","","","1647014965.6049998","0.6073741912841797","1647014965.818808","0.21380829811096191","1647014967","","","","1.1811919212341309"
"18","","1647014959.5801914","","","1647014960.240326","0.6601345539093018","1647014960.5399852","0.29965925216674805","1647014961","","","","0.46001482009887695"
"16","","1647014954.1401646","","","1647014954.30908","0.1689152717590332","1647014954.5417767","0.2326967716217041","1647014955","","","","0.4582233428955078"
"40","","1647014943.153963","","","1647014943.9121702","0.7582070827484131","1647014944.2204933","0.3083231449127197","1647014945","","","","0.7795066833496094"
"2","","1647014952.0710764","","","1647014952.1582866","0.08721017837524414","1647014952.3752453","0.21695876121520996","1647014953","","","","0.6247546672821045"
"13","","1647014954.5496712","","","1647014954.7181606","0.1684894561767578","1647014955.1218247","0.40366411209106445","1647014956","","","","0.8781752586364746"
"8","","1647014961.7528243","","","1647014961.8361046","0.08328032493591309","1647014962.059774","0.22366929054260254","1647014963","","","","0.9402260780334473"
"9","","1647014948.2497487","","","1647014948.4359097","0.18616104125976562","1647014948.8120356","0.3761258125305176","1647014949","","","","0.18796443939208984"
"1","","1647014952.7238567","","","1647014952.7857668","0.061910152435302734","1647014953.0607042","0.27493739128112793","1647014954","","","","0.939295768737793"
"31","","1647014948.7344587","","","1647014950.3465106","1.6120519638061523","1647014950.6302218","0.28371119499206543","1647014952","","","","1.3697781562805176"
"6","","1647014962.6335807","","","1647014962.7131202","0.07953953742980957","1647014962.983431","0.2703108787536621","1647014963","","","","0.016568899154663086"
"38","","1647014943.1627092","","","1647014943.9169905","0.7542812824249268","1647014944.2187047","0.3017141819000244","1647014945","","","","0.7812952995300293"
"28","","1647014953.5721755","","","1647014955.2255435","1.6533679962158203","1647014955.4628081","0.23726463317871094","1647014957","","","","1.5371918678283691"
"AVERAGER","","","1647014977","39.10091781616211","","","","","","1647014970.9736278","1647014976.1665595","5.192931652069092",""
"30","","1647014948.3061256","","","1647014949.9195712","1.613445520401001","1647014950.1599526","0.24038147926330566","1647014951","","","","0.8400473594665527"
"35","","1647014960.1882956","","","1647014960.9360816","0.7477860450744629","1647014961.2698982","0.3338165283203125","1647014962","","","","0.7301018238067627"
"24","","1647014964.4397478","","","1647014965.126632","0.6868841648101807","1647014965.3590944","0.23246240615844727","1647014966","","","","0.6409056186676025"
"27","","1647014954.4311366","","","1647014956.0573874","1.6262507438659668","1647014956.417347","0.35995960235595703","1647014958","","","","1.5826530456542969"
"5","","1647014962.7514367","","","1647014962.8179314","0.06649470329284668","1647014963.1177526","0.299821138381958","1647014964","","","","0.8822474479675293"
"4","","1647014948.6635365","","","1647014948.7407203","0.07718372344970703","1647014948.960987","0.22026681900024414","1647014949","","","","0.039012908935546875"
"32","","1647014947.9140239","","","1647014949.5203483","1.6063244342803955","1647014949.7520888","0.23174047470092773","1647014951","","","","1.2479112148284912"
"34","","1647014960.2705555","","","1647014961.0071933","0.7366378307342529","1647014961.3115175","0.3043241500854492","1647014962","","","","0.6884825229644775"
"INITIATOR","1647014937.8990822","","","","","","","","","","","",""
"23","","1647014961.4721444","","","1647014962.0855625","0.6134181022644043","1647014962.3532484","0.2676858901977539","1647014963","","","","0.6467516422271729"
"19","","1647014959.7715645","","","1647014960.4034774","0.6319129467010498","1647014960.7660947","0.36261725425720215","1647014961","","","","0.23390531539916992"
"26","","1647014953.8600948","","","1647014955.495202","1.6351072788238525","1647014955.7205365","0.22533440589904785","1647014957","","","","1.279463529586792"
"7","","1647014968.8834548","","","1647014968.94967","0.06621527671813965","1647014969.2359905","0.28632044792175293","1647014970","","","","0.7640094757080078"
"11","","1647014948.6648126","","","1647014948.835292","0.17047953605651855","1647014949.145877","0.31058478355407715","1647014950","","","","0.8541231155395508"
"3","","1647014952.529849","","","1647014952.6003015","0.07045245170593262","1647014952.8794804","0.2791788578033447","1647014953","","","","0.12051963806152344"
"20","","1647014964.5632474","","","1647014965.1937652","0.6305177211761475","1647014965.4205437","0.22677850723266602","1647014966","","","","0.5794563293457031"
"39","","1647014943.5855472","","","1647014944.3520596","0.766512393951416","1647014944.6252737","0.27321410179138184","1647014945","","","","0.3747262954711914"
"37","","1647014952.7986937","","","1647014953.6264474","0.8277537822723389","1647014953.8995886","0.27314114570617676","1647014955","","","","1.1004114151000977"
"29","","1647014948.3143046","","","1647014950.1389325","1.8246278762817383","1647014950.411627","0.27269458770751953","1647014952","","","","1.5883729457855225"
"21","","1647014961.1192825","","","1647014961.716905","0.5976226329803467","1647014961.980286","0.263380765914917","1647014963","","","","1.019714117050171"
"25","","1647014954.5065598","","","1647014956.1031237","1.5965638160705566","1647014956.4403887","0.3372650146484375","1647014958","","","","1.5596113204956055"
"12","","1647014948.4963686","","","1647014948.681586","0.18521738052368164","1647014949.0699613","0.38837528228759766","1647014950","","","","0.9300386905670166"
"17","","1647014959.5918076","","","1647014960.212848","0.6210403442382812","1647014960.5899162","0.37706828117370605","1647014961","","","","0.4100837707519531"
"10","","1647014948.3966842","","","1647014948.5566459","0.15996170043945312","1647014948.8690877","0.3124418258666992","1647014949","","","","0.13091230392456055"
"15","","1647014954.6871343","","","1647014954.911407","0.2242727279663086","1647014955.262846","0.3514389991760254","1647014956","","","","0.7371540069580078"
"14","","1647014954.4978747","","","1647014954.6903424","0.19246768951416016","1647014955.0389786","0.3486361503601074","1647014956","","","","0.9610214233398438"
