"device_id","T0","T1","T11","T12 Total Round Time","T2","T3 Download Time","T4","T5 Compute Time","T6","T7","T8","T9 Lambda Runtime","Upload Time"
"36","","1647018805.8854258","","","1647018806.6273744","0.7419486045837402","1647018813.9499288","7.322554349899292","1647018815","","","","1.0500712394714355"
"33","","1647018820.9901593","","","1647018821.7407086","0.75054931640625","1647018831.8641152","10.123406648635864","1647018833","","","","1.1358847618103027"
"22","","1647018834.8704884","","","1647018835.4801898","0.60970139503479","1647018850.0892143","14.60902452468872","1647018851","","","","0.9107856750488281"
"18","","1647018820.3131332","","","1647018820.9490724","0.6359391212463379","1647018828.2352827","7.286210298538208","1647018829","","","","0.7647173404693604"
"16","","1647018834.8375053","","","1647018835.0108066","0.17330121994018555","1647018843.443337","8.432530403137207","1647018844","","","","0.5566630363464355"
"40","","1647018821.769632","","","1647018822.5944946","0.8248624801635742","1647018838.5946653","16.000170707702637","1647018839","","","","0.4053347110748291"
"2","","1647018835.123882","","","1647018835.1944332","0.07055115699768066","1647018842.4882405","7.2938072681427","1647018843","","","","0.5117595195770264"
"13","","1647018825.4529488","","","1647018825.6505716","0.19762277603149414","1647018837.5687165","11.918144941329956","1647018838","","","","0.43128347396850586"
"8","","1647018811.68534","","","1647018811.774643","0.08930301666259766","1647018821.229269","9.454626083374023","1647018822","","","","0.7707309722900391"
"9","","1647018819.9903858","","","1647018820.1743848","0.18399906158447266","1647018833.124384","12.9499990940094","1647018834","","","","0.8756160736083984"
"1","","1647018813.6824965","","","1647018813.7473063","0.06480979919433594","1647018823.7868476","10.039541244506836","1647018824","","","","0.21315240859985352"
"31","","1647018828.2046087","","","1647018829.9935632","1.788954496383667","1647018841.1082153","11.114652156829834","1647018842","","","","0.89178466796875"
"6","","1647018808.8918128","","","1647018808.962427","0.07061409950256348","1647018817.0326757","8.07024884223938","1647018818","","","","0.9673242568969727"
"38","","1647018820.8499866","","","1647018821.6663125","0.8163259029388428","1647018837.477673","15.811360597610474","1647018838","","","","0.5223269462585449"
"28","","1647018814.6908107","","","1647018816.2951117","1.6043009757995605","1647018825.1409264","8.84581470489502","1647018826","","","","0.8590736389160156"
"AVERAGER","","","1647018858","55.245519161224365","","","","","","1647018852.2819018","1647018857.5236402","5.241738319396973",""
"30","","1647018822.088869","","","1647018823.6975386","1.6086695194244385","1647018831.992858","8.295319318771362","1647018833","","","","1.0071420669555664"
"35","","1647018820.5950963","","","1647018821.3427665","0.7476701736450195","1647018831.430174","10.08740758895874","1647018832","","","","0.5698258876800537"
"24","","1647018833.9686394","","","1647018834.5839005","0.6152610778808594","1647018848.6074076","14.023507118225098","1647018849","","","","0.3925924301147461"
"27","","1647018819.5041726","","","1647018821.1644597","1.6602871417999268","1647018834.7721598","13.607700109481812","1647018836","","","","1.2278401851654053"
"5","","1647018818.5698528","","","1647018818.704909","0.1350562572479248","1647018829.836241","11.13133192062378","1647018830","","","","0.1637589931488037"
"4","","1647018805.3178332","","","1647018805.382788","0.06495475769042969","1647018812.5200765","7.137288570404053","1647018813","","","","0.4799234867095947"
"32","","1647018807.508797","","","1647018809.1539807","1.645183801651001","1647018816.3706923","7.216711521148682","1647018817","","","","0.629307746887207"
"34","","1647018812.6812053","","","1647018813.477833","0.7966277599334717","1647018820.7784448","7.300611734390259","1647018822","","","","1.221555233001709"
"INITIATOR","1647018802.7544808","","","","","","","","","","","",""
"23","","1647018806.376825","","","1647018807.0058775","0.6290524005889893","1647018815.5445414","8.538663864135742","1647018816","","","","0.4554586410522461"
"19","","1647018832.8744001","","","1647018833.4682198","0.5938196182250977","1647018841.8518944","8.383674621582031","1647018843","","","","1.1481056213378906"
"26","","1647018828.3077166","","","1647018829.9120607","1.604344129562378","1647018840.0049953","10.092934608459473","1647018841","","","","0.9950046539306641"
"7","","1647018818.6692033","","","1647018818.7669573","0.09775400161743164","1647018829.9245355","11.157578229904175","1647018830","","","","0.07546448707580566"
"11","","1647018820.3421657","","","1647018820.5251644","0.1829986572265625","1647018833.6087558","13.08359146118164","1647018834","","","","0.39124417304992676"
"3","","1647018812.5391388","","","1647018812.6022382","0.06309938430786133","1647018822.4142306","9.811992406845093","1647018823","","","","0.5857694149017334"
"20","","1647018807.5153308","","","1647018808.2327387","0.7174079418182373","1647018816.5233617","8.29062294960022","1647018817","","","","0.4766383171081543"
"39","","1647018824.2667189","","","1647018825.022832","0.7561130523681641","1647018841.0375984","16.014766454696655","1647018842","","","","0.9624016284942627"
"37","","1647018815.1709902","","","1647018815.9249003","0.7539100646972656","1647018828.1563966","12.231496334075928","1647018829","","","","0.8436033725738525"
"29","","1647018828.174508","","","1647018829.9690106","1.7945024967193604","1647018841.0328598","11.063849210739136","1647018842","","","","0.9671401977539062"
"21","","1647018834.7251651","","","1647018835.3932204","0.6680552959442139","1647018851.0877361","15.694515705108643","1647018852","","","","0.9122638702392578"
"25","","1647018820.267594","","","1647018821.89995","1.6323559284210205","1647018835.7206936","13.820743560791016","1647018837","","","","1.279306411743164"
"12","","1647018828.6025972","","","1647018828.7871535","0.184556245803833","1647018838.600668","9.813514471054077","1647018839","","","","0.39933204650878906"
"17","","1647018809.5453002","","","1647018810.1895132","0.6442129611968994","1647018819.867567","9.678053855895996","1647018821","","","","1.1324329376220703"
"10","","1647018813.8557436","","","1647018814.0294526","0.17370891571044922","1647018822.5785072","8.549054622650146","1647018823","","","","0.4214928150177002"
"15","","1647018825.0245202","","","1647018825.1853616","0.1608414649963379","1647018837.0531821","11.867820501327515","1647018838","","","","0.9468178749084473"
"14","","1647018818.6120973","","","1647018818.7795768","0.1674795150756836","1647018826.851218","8.071641206741333","1647018827","","","","0.14878201484680176"
