"device_id","T0","T1","T11","T12 Total Round Time","T2","T3 Download Time","T4","T5 Compute Time","T6","T7","T8","T9 Lambda Runtime","Upload Time"
"36","","1647289674.2232733","","","1647289674.9862463","0.7629730701446533","1647289682.3696263","7.383379936218262","1647289683","","","","0.6303737163543701"
"33","","1647289674.155734","","","1647289674.9278321","0.7720980644226074","1647289682.6690767","7.741244554519653","1647289683","","","","0.33092331886291504"
"22","","1647289654.2296","","","1647289654.8452208","0.6156208515167236","1647289662.4511347","7.605913877487183","1647289663","","","","0.5488653182983398"
"18","","1647289677.5859594","","","1647289678.2209287","0.6349692344665527","1647289685.9187906","7.697861909866333","1647289687","","","","1.081209421157837"
"16","","1647289670.6622636","","","1647289670.820673","0.15840935707092285","1647289678.4076304","7.5869574546813965","1647289679","","","","0.592369556427002"
"40","","1647289649.428212","","","1647289650.1828148","0.7546029090881348","1647289657.9288383","7.746023416519165","1647289659","","","","1.0711617469787598"
"2","","1647289654.8105102","","","1647289654.896344","0.08583378791809082","1647289662.1274135","7.231069564819336","1647289663","","","","0.8725864887237549"
"13","","1647289670.6676252","","","1647289670.8539684","0.18634319305419922","1647289678.6258018","7.771833419799805","1647289679","","","","0.37419819831848145"
"8","","1647289660.961189","","","1647289661.0326538","0.07146477699279785","1647289668.4210787","7.388424873352051","1647289669","","","","0.5789213180541992"
"9","","1647289666.1057591","","","1647289666.2835302","0.17777109146118164","1647289674.059113","7.775582790374756","1647289675","","","","0.9408869743347168"
"1","","1647289654.8063416","","","1647289654.8787332","0.07239151000976562","1647289662.5917928","7.713059663772583","1647289663","","","","0.4082071781158447"
"31","","1647289670.688652","","","1647289672.290101","1.6014490127563477","1647289680.1471558","7.857054710388184","1647289681","","","","0.85284423828125"
"6","","1647289660.9748995","","","1647289661.056583","0.08168339729309082","1647289668.3742034","7.317620515823364","1647289669","","","","0.6257965564727783"
"38","","1647289649.4368594","","","1647289650.1835337","0.7466742992401123","1647289657.8011115","7.617577791213989","1647289659","","","","1.1988885402679443"
"28","","1647289662.2345037","","","1647289663.8548293","1.6203255653381348","1647289671.2981825","7.443353176116943","1647289672","","","","0.701817512512207"
"AVERAGER","","","1647289694","48.55810523033142","","","","","","1647289688.0408816","1647289693.6978352","5.656953573226929",""
"30","","1647289670.6733947","","","1647289672.2840376","1.610642910003662","1647289680.0073667","7.723329067230225","1647289681","","","","0.9926333427429199"
"35","","1647289674.1540773","","","1647289674.9223135","0.7682361602783203","1647289682.7350488","7.812735319137573","1647289683","","","","0.264951229095459"
"24","","1647289654.260313","","","1647289654.8559253","0.5956122875213623","1647289661.8931007","7.037175416946411","1647289663","","","","1.1068992614746094"
"27","","1647289662.193709","","","1647289664.0068924","1.8131835460662842","1647289671.6013863","7.594493865966797","1647289673","","","","1.398613691329956"
"5","","1647289660.9720542","","","1647289661.0544302","0.08237600326538086","1647289668.7142997","7.659869432449341","1647289669","","","","0.28570032119750977"
"4","","1647289655.0362494","","","1647289655.1112862","0.07503676414489746","1647289662.1762898","7.0650036334991455","1647289663","","","","0.8237102031707764"
"32","","1647289670.638538","","","1647289672.253124","1.6145861148834229","1647289679.8603566","7.607232570648193","1647289681","","","","1.1396434307098389"
"34","","1647289674.1577027","","","1647289674.9220777","0.7643749713897705","1647289682.382938","7.460860252380371","1647289683","","","","0.6170620918273926"
"INITIATOR","1647289645.4418948","","","","","","","","","","","",""
"23","","1647289654.2498422","","","1647289654.8686495","0.618807315826416","1647289662.7135243","7.844874858856201","1647289663","","","","0.28647565841674805"
"19","","1647289677.5355606","","","1647289678.1519885","0.6164278984069824","1647289686.161026","8.009037494659424","1647289687","","","","0.8389739990234375"
"26","","1647289662.2557392","","","1647289663.8666399","1.610900640487671","1647289671.195434","7.328794240951538","1647289672","","","","0.8045659065246582"
"7","","1647289660.9722703","","","1647289661.1158245","0.1435542106628418","1647289668.7808836","7.6650590896606445","1647289669","","","","0.2191164493560791"
"11","","1647289666.0923667","","","1647289666.258036","0.16566920280456543","1647289674.1041806","7.846144676208496","1647289675","","","","0.8958194255828857"
"3","","1647289654.7988424","","","1647289654.8737366","0.07489418983459473","1647289662.49888","7.62514328956604","1647289663","","","","0.5011200904846191"
"20","","1647289677.6010156","","","1647289678.2205184","0.6195027828216553","1647289686.0110903","7.790571928024292","1647289687","","","","0.9889097213745117"
"39","","1647289649.416652","","","1647289650.1737306","0.7570786476135254","1647289657.9176047","7.7438740730285645","1647289659","","","","1.082395315170288"
"37","","1647289649.3837855","","","1647289650.2298608","0.8460752964019775","1647289658.2904327","8.060571908950806","1647289659","","","","0.7095673084259033"
"29","","1647289670.6464214","","","1647289672.2672935","1.6208720207214355","1647289680.1503375","7.883044004440308","1647289681","","","","0.8496625423431396"
"21","","1647289654.1943064","","","1647289654.814882","0.6205756664276123","1647289662.6300943","7.815212249755859","1647289663","","","","0.3699057102203369"
"25","","1647289662.2367544","","","1647289663.8111348","1.5743803977966309","1647289671.6662529","7.855118036270142","1647289673","","","","1.333747148513794"
"12","","1647289666.1044743","","","1647289666.2840543","0.1795799732208252","1647289673.6998165","7.415762186050415","1647289674","","","","0.3001835346221924"
"17","","1647289677.5663228","","","1647289678.185038","0.6187152862548828","1647289686.1634862","7.978448152542114","1647289687","","","","0.8365137577056885"
"10","","1647289666.0938148","","","1647289666.2724032","0.1785883903503418","1647289673.8694193","7.597016096115112","1647289674","","","","0.13058066368103027"
"15","","1647289670.6527863","","","1647289670.827019","0.17423272132873535","1647289678.718622","7.891602993011475","1647289679","","","","0.28137803077697754"
"14","","1647289670.6829944","","","1647289670.8628254","0.17983102798461914","1647289678.472825","7.609999656677246","1647289679","","","","0.5271749496459961"
