"device_id","T0","T1","T11","T12 Total Round Time","T2","T3 Download Time","T4","T5 Compute Time","T6","T7","T8","T9 Lambda Runtime","Upload Time"
"36","","1647291598.261953","","","1647291599.0299954","0.7680423259735107","1647291600.810094","1.7800986766815186","1647291602","","","","1.1899058818817139"
"33","","1647291603.0121863","","","1647291603.7674317","0.7552454471588135","1647291606.2190077","2.451575994491577","1647291607","","","","0.7809922695159912"
"22","","1647291599.0295734","","","1647291599.659407","0.629833459854126","1647291601.464107","1.8047001361846924","1647291602","","","","0.5358929634094238"
"18","","1647291581.550831","","","1647291582.1766188","0.6257877349853516","1647291584.0395935","1.8629746437072754","1647291585","","","","0.9604065418243408"
"16","","1647291589.2604167","","","1647291589.4395378","0.1791210174560547","1647291591.2308898","1.7913520336151123","1647291592","","","","0.7691102027893066"
"40","","1647291609.0383346","","","1647291609.7904193","0.7520847320556641","1647291611.572472","1.782052755355835","1647291612","","","","0.42752790451049805"
"2","","1647291588.6623483","","","1647291588.7287996","0.0664513111114502","1647291590.518961","1.790161371231079","1647291591","","","","0.48103904724121094"
"13","","1647291594.6211128","","","1647291594.8157732","0.19466042518615723","1647291597.2786725","2.4628992080688477","1647291598","","","","0.721327543258667"
"8","","1647291593.5519414","","","1647291593.6663897","0.11444830894470215","1647291595.5860286","1.9196388721466064","1647291596","","","","0.4139714241027832"
"9","","1647291586.397612","","","1647291586.56883","0.1712179183959961","1647291589.1185718","2.549741744995117","1647291590","","","","0.8814282417297363"
"1","","1647291600.9565976","","","1647291601.0339952","0.07739758491516113","1647291603.5690284","2.5350332260131836","1647291604","","","","0.430971622467041"
"31","","1647291597.821577","","","1647291599.4661102","1.6445331573486328","1647291601.897346","2.4312357902526855","1647291603","","","","1.102653980255127"
"6","","1647291592.5238633","","","1647291592.5980797","0.07421636581420898","1647291594.5059578","1.9078781604766846","1647291595","","","","0.49404215812683105"
"38","","1647291605.0586128","","","1647291605.8875742","0.8289613723754883","1647291607.6365852","1.7490110397338867","1647291608","","","","0.3634147644042969"
"28","","1647291585.9384813","","","1647291587.5576255","1.6191442012786865","1647291589.6631076","2.1054821014404297","1647291591","","","","1.3368923664093018"
"AVERAGER","","","1647291619","40.940160036087036","","","","","","1647291612.9071662","1647291618.4096174","5.502451181411743",""
"30","","1647291591.9314885","","","1647291593.5641665","1.6326780319213867","1647291595.3848433","1.8206768035888672","1647291596","","","","0.6151566505432129"
"35","","1647291603.4883761","","","1647291604.2411408","0.7527647018432617","1647291606.6200426","2.378901720046997","1647291607","","","","0.3799574375152588"
"24","","1647291592.4715388","","","1647291593.1911132","0.7195744514465332","1647291595.0492673","1.858154058456421","1647291596","","","","0.9507327079772949"
